id,tiploc,name
4643,HRTLPSW,Hartlepool Sth Works
4644,HRTLREP,Hartlepool Sth Wks Repair
4645,HRTLSWP,Hartlepool Sth Wks RAMCO
4646,HRTNRDJ,Horton Road Jn
4647,HRTPE,Harthope (Lowther)
4648,HRTW,Hartwood
4649,HRWDENJ,Harrowden Jn
4650,HRWTFHH,Harworth Colliery (FLHH)
4651,HRWTGBF,Harworth Colliery GBRF
4652,HRWTHCL,Harworth RJB Mining
4653,HRWTHGB,Harworth Glass Bulbs
4654,HSFT,Horsforth
4655,HSFTLBD,Leeds & Bradford Airport
4656,HSSY,Hessay
4657,HSTJNWC,High Street Junction
4658,HTCHEND,Hatch End
4659,HTCP,Heaton Chapel
4660,HTFDGBR,Hothfield Tarmac GBRF
4661,HTFDSD,Hothfield Siding
4662,HTFLASF,Hatfield & Stainforth
4663,HTFLFHH,Hatfield Main Colliery FHH
4664,HTFLGBF,Hatfield Main Colliery GBf
4665,HTFLMBC,Hatfield Main Mining
4666,HTHFECC,Heathfield E.C.C.
4667,HTHFLD,Heathfield Gulf Oil
4668,HTHFLDO,Heathfield Gulf Oil
4669,HTHRGDD,Hither Green T.M.D.
4670,HTHRGRN,Hither Green
4671,HTHRGRS,Hither Green Down Recp.
4672,HTHRGUS,Hither Green Up Recp.
4673,HTHRLCS,Hither Green Loco Sdgs
4674,HTHRPAD,Hither Green P.A.D.
4675,HTHRSDG,Hither Green Sidings
4676,HTNCRNS,Hutton Cranswick
4677,HTNOJN,Heaton Norris Jn
4678,HTNRIBL,Horton In Ribblesdale
4679,HTONECD,Heaton ECD
4680,HTONNJN,Heaton North Jn
4681,HTONSJN,Heaton Sth. Jn.
4682,HTONTMD,Heaton T&R.S.M.D.
4683,HTPK,Heaton Park
4684,HTPKBUS,Heaton Park Bus Stop
4685,HTRBUS1,Heathrow Terminal 1 (Bus)
4686,HTRBUS2,Heathrow Terminal 2 (Bus)
4687,HTRBUS3,Heathrow Terminal 3 (Bus)
4688,HTRBUS4,Heathrow Terminal 4 (Bus)
4689,HTRBUS5,Heathrow Terminal 5 Bus
4690,HTRW,Heathrow Airport
4691,HTRW340,Heathrow Signal SN340
4692,HTRW342,Heathrow Headshunt
4693,HTRWAJN,Heathrow Airport Jn
4694,HTRWCBS,Heatrhrow Central Bus Station
4695,HTRWT5S,Heathrow Terminal 5 Spur
4696,HTRWTE4,Heathrow Terminal 4 Bus
4697,HTRWTJN,Heathrow Tunnel Jn.
4698,HTRWTM1,Heathrow Terminal 1 Bus
4699,HTRWTM2,Heathrow Terminal 2 Bus
4700,HTRWTM3,Heathrow Terminal 3 Bus
4701,HTRWTM4,Heathrow Terminal 4
4702,HTRWTM5,Heathrow Terminal 5
4703,HTRWUND,Heathrow Underground
4704,HUCKNAL,Hucknall
4705,HULL,Hull
4706,HULLARJ,Anlaby Road Jn
4707,HULLBGJ,Hull Bridges Jn
4708,HULLBIO,Hull Biomass LP (DBS)
4709,HULLBQS,Hull K G V Dock B Quay Sdg
4710,HULLBS,Paragon Interchange (BUS)
4711,HULLBT,Hull Bulk Terminal
4712,HULLCGB,Hull Coal Terminal (GBRF)
4713,HULLCT,Hull Coal Terminal
4714,HULLDCT,Hull Dairycoates Tilcon
4715,HULLDKG,Hull Dock Security Gates
4716,HULLDMU,Botanic Gardens D.M.U.D.
4717,HULLFER,Hull Yard (FLHH)
4718,HULLFHH,Hull Yard (FLHH)
4719,HULLHRC,Hull Hedon Rd Coal Sdgs
4720,HULLHRS,Hedon Road Sidings
4721,HULLKGD,Hull King George V Dock
4722,HULLKGF,Hull Kingston Terminal FHH
4723,HULLKGG,Hull King George V Dock GBRF
4724,HULLMAR,Hull Saltend Marcroft
4725,HULLSBN,Spring Bank North Jn
4726,HULLSBP,Hull Saltend B.P.
4727,HULLSBS,Spring Bank South Jn
4728,HULLSNS,Hull Saltend New Sidings
4729,HULLSS,Hull Station Sidings
4730,HULLSTF,Hull Steel terminal (FLHH)
4731,HULLSTT,Hull Docks Steel Terml EWS
4732,HULLWLN,Walton Street Jn
4733,HULLWPN,West Parade North Jn
4734,HULLY,Hull S.S.
4735,HUNCOAT,Huncoat
4736,HUNGDGL,Hungerford Loop
4737,HUNGRFD,Hungerford
4738,HUNMNBY,Hunmanby
4739,HUNTSX,Hunt's Cross
4740,HUNTSXS,Hunts Cross Siding
4741,HUNTXWJ,Hunts Cross West Jn
4742,HURLFD,Hurlford
4743,HURSLEY,Hursley (Post Office)
4744,HUYTJUN,Huyton Jn
4745,HUYTON,Huyton
4746,HVRTBSB,Belasis Lane S.B.
4747,HVRTDRR,Haverton Hill Repair (DRS)
4748,HVRTDRS,Haverton Hill Ex.S. (DRS)
4749,HVRTFHH,Haverton Hill Ex.S. (FHH)
4750,HVRTHEG,Haverton Hill Ex.S.
4751,HVRTWRP,Haverton Hill (Marcroft)
4752,HVTH,Haverthwaite
4753,HWKHEAD,Hawkhead
4754,HWKHSHL,Paisley Hawkhead Shell
4755,HWKRJN,Hawkeridge Jn
4756,HWKSWTH,Hawksworth
4757,HWRDJN,Heywood Road Jn
4758,HWYC139,High Wycombe Signal ME139
4759,HWYC152,High Wycombe Signal ME152
4760,HWYC641,High Wycombe Signal ME641
4761,HWYCENG,High Wycombe Engineers Sdgs
4762,HWYCOMB,High Wycombe
4763,HWYCWW,West Wycombe
4764,HYDB,Haydon Bridge
4765,HYDBFST,Fourstones
4766,HYDEC,Hyde Central
4767,HYDEJ,Hyde Jn
4768,HYDEN,Hyde North
4769,HYDNSRD,Haydons Road
4770,HYKEHAM,Hykeham
4771,HYNDLDL,Hyndland Loop
4772,HYNDLEJ,Hyndland East Jn
4773,HYNDLND,Hyndland
4774,HYNDLNJ,Hyndland North Jn
4775,HYNDLWJ,Hyndland West Jn
4776,HYTHEK,Hythe (Kent)
4777,HYTW,Hythe Waterside
4778,HYWDJN,Haywood Jn
4779,HYWR225,Haywards Heath Signal 1225
4780,HYWR226,Haywards Heath Signal 1226
4781,HYWR350,Haywards Heath Sig. T350X
4782,HYWRDSH,Haywards Heath
4783,HYWRDSN,Haywards Heath Dn Sdg Nth
4784,HYWRDSS,Haywards Heath Dn Sdg Sth
4785,HYWRUS,Haywards Heath Up Siding
4786,IBMM,I.B.M.
4787,IBROXJN,Ibrox Jn
4788,IFIELD,Ifield
4789,ILFE336,Ilford Sig L336
4790,ILFE341,Ilford Sig L341
4791,ILFE507,Liverpool Signal L5087
4792,ILFEFLR,Ilford EMUD Wheel Lathe Rd
4793,ILFEL5D,Ilford Level 5 Depot
4794,ILFELEJ,Ilford EMUD London End Jn
4795,ILFEMUD,Ilford EMUD
4796,ILFENBP,Newbury Park LT
4797,ILFERDB,Redbridge L.T. Station
4798,ILFORD,Ilford
4799,ILKESJN,Ilkeston Junction
4800,ILKLEY,Ilkley
4801,IMMDGBR,IMMINGHAM MINERAL QUAY GBRF
4802,IMMDRP,Immingham Mineral Quay RP
4803,IMNG213,Immingham Signal 213
4804,IMNG7FH,Immingham Rec Line 7 (FLHH)
4805,IMNGA2,Immingham A2 Siding
4806,IMNGABF,Immingham A2 and B4 (FLHH)
4807,IMNGB4S,Immingham B4 Sidings (DBS)
4808,IMNGBFL,Immingham Bulk Terml (FHH)
4809,IMNGBIO,Immingham Biomass LP (DBS)
4810,IMNGBR7,Immingham LL7 GBRf
4811,IMNGCIT,Immingham Bulk Terml CP1
4812,IMNGCLA,Immingham PAD2
4813,IMNGCPL,IMMINGHAM CPL (FHH)
4814,IMNGCT2,Immingham Bulk Terml CP2
4815,IMNGDCR,Immingham Dock Colas Rail
4816,IMNGDFL,Immingham TMD (FHH)
4817,IMNGDSL,Immingham DSL
4818,IMNGENG,Immingham Engine Line
4819,IMNGENR,Immingham PAD1
4820,IMNGESL,Immingham ESL GBRF
4821,IMNGEXX,Immingham Dk Exxtor F'linr
4822,IMNGFHH,Immingham Dock C.T. (FHH)
4823,IMNGHAF,Immingham ESL (FLHH)
4824,IMNGHAR,Immingham Hargreaves C.T.
4825,IMNGHEJ,Immingham East Jn.
4826,IMNGHFL,Humber Oil Refinery (FHH)
4827,IMNGHFS,Immingham Norsk Hydro
4828,IMNGHGB,Immingham Hargreaves GBRF
4829,IMNGHIG,Immingham H.I.T. (GBRF)
4830,IMNGHIT,Immingham Humber Import Terml
4831,IMNGHMQ,Immingham Mineral Quay
4832,IMNGHOR,Humber Oil Refinery
4833,IMNGHOT,Immingham B.S.C. Ore Tml
4834,IMNGHQY,Immingham Henderson Quay
4835,IMNGHRJ,Humber Road Jn
4836,IMNGHRS,Immingham Reception Sdgs
4837,IMNGHWJ,Immingham West Jn
4838,IMNGITF,Immingham Import Term FHH
4839,IMNGKAP,Killingholme Admiralty Pfm
4840,IMNGKGE,Killingholme
4841,IMNGLGB,Lindsey Oil Refinery GBRf
4842,IMNGLL7,Immingham Loading Line 7
4843,IMNGLOR,Lindsey Oil Refinery
4844,IMNGMAF,Immingham Yard (FLHH)
4845,IMNGMAR,Immingham Yard Marcroft
4846,IMNGNIG,Immingham NCB 1 GBRF
4847,IMNGNOG,Immingham Nordic GBRF
4848,IMNGNOR,Immingham Nordic
4849,IMNGREF,Immingham Reception (FLHH)
4850,IMNGRFT,Immingham Railfreight Term
4851,IMNGRSG,Immingham Recp Sdgs GBRF
4852,IMNGRSW,Immingham S.S. (West Recp)
4853,IMNGSAP,Immingham Storage Acid Plt
4854,IMNGSMA,Immingham Global Shipping
4855,IMNGSS,Immingham Sorting Sidings
4856,IMNGSTO,Immingham Min Quay Stora
4857,IMNGSWT,Immingham Storage W Tml
4858,IMNGTEX,Immingham Texaco
4859,IMNGTMD,Immingham T.M.D.
4860,IMNGTRQ,Immingham Transit Quay
4861,IMNGUSR,Immingham Yd Specific User
4862,IMNGWRD,Immingham W.R.D.
4863,INCE,Ince
4864,INCEMSJ,Ince Moss Jn
4865,INCEMST,Ince Moss Tip
4866,INCHNNS,Inchcoonans L.C.
4867,INCLEA,Inchlea
4868,INEL,Ince & Elton
4869,INELSB,Ince Shellstar Stopbd
4870,INELUKF,Ince U.K.F. Sdgs.
4871,INGT679,Ingatestone Signal L679
4872,INGTSTL,Ingatestone Loop
4873,INGTSTN,Ingatestone
4874,INHRALC,Inchyra Level Crossing
4875,INHTUE,Inchture
4876,INHTURE,Inchture L.C.
4877,INNERWK,Innerwick G.S.P.
4878,INSCH,Insch
4879,INSCHCE,Insch C.E.
4880,INVERKP,Inverkip
4881,INVGWRE,Invergowrie
4882,INVKDRS,Inverkeilor Dn Refuge Sdg
4883,INVKLOR,Inverkeilor
4884,INVRSHN,Invershin
4885,INVURCE,Inverurie C.E.
4886,INVURIE,Inverurie
4887,INVURYD,Inverurie Yard
4888,IPSW295,Ipswich Sig CO295
4889,IPSW297,Ipswich Sig CO297
4890,IPSW326,Ipswich Signal CO326
4891,IPSW328,Ipswich Signal CO.328
4892,IPSW351,Ipswich Signal CO351
4893,IPSW352,Ipswich Signal CO352
4894,IPSW820,Ipswich Signal CO820
4895,IPSW822,Ipswich Signal CO822
4896,IPSW830,Ipswich Signal CO830
4897,IPSW832,Ipswich Signal CO832
4898,IPSWBHJ,Ipswich Boss Hall Jn
4899,IPSWCCS,Ipswich C.S.D.
4900,IPSWCHS,Ipswich H.S.
4901,IPSWCLQ,Ipswich Cliffe Quay
4902,IPSWCLY,Ipswich Lower Yard
4903,IPSWCRD,Ipswich Centre Road
4904,IPSWEPJ,Ipswich Europa Junction
4905,IPSWESJ,East Suffolk Jn
4906,IPSWFDS,Ipswich Yard
4907,IPSWFLD,Ipswich Field Sidings
4908,IPSWGWF,Ipswich Griffin Wharf
4909,IPSWHJN,Ipswich Halifax Junction
4910,IPSWICH,Ipswich
4911,IPSWLRD,Ipswich London Rd
4912,IPSWRCP,Ipswich Recp.
4913,IPSWRFL,Ipswich Reception Flr
4914,IPSWSN1,Ipswich Shunt  Neck 1
4915,IPSWSS,Ipswich S.S.
4916,IPSWSWD,Southwold BUS
4917,IPSWTFP,Ipswich Top Yard F.P.
4918,IPSWUDG,Ipswich Down and Up Goods
4919,IPSWYGB,Ipswich Reception GBRF
4920,IRLAM,Irlam
4921,IRNBDGE,Ironbridge Power Station
4922,IRNBFHH,Ironbridge Powergen (FHH)
4923,IRNBFLF,Ironbridge P Stn Fastline
4924,IRNBGBR,Ironbridge Power Station GBRf
4925,IRNBGSB,Ironbridge PS Stopboard
4926,IRNVLJN,Ironville Junction
4927,IRONACT,Iron Acton
4928,IRTONRD,Irton Road
4929,IRVN,Irvine
4930,IRVN801,Irvine Sig 801
4931,IRVNB,Irvine Bogside
4932,IRVNBCC,Irvine B.C.C.
4933,IRVNCE,Irvine C.E.
4934,IRVNCPP,Irvine Caledonian Paper
4935,ISLEWTH,Isleworth
4936,ISLIP,Islip
4937,IVER,Iver
4938,IVRGRCE,Invergordon C.E.
4939,IVRGRD,Invergordon
4940,IVRGRDN,Invergordon Distillery
4941,IVRKCJN,Inverkeithing Central Jn
4942,IVRKEJN,Inverkeithing East Jn
4943,IVRKNJN,Inverkeithing North Jn
4944,IVRKSJN,Inverkeithing South Jn
4945,IVRKTCE,Inverkeithing C.E.
4946,IVRKTGL,Inverkeithing G.L.
4947,IVRKTHG,Inverkeithing
4948,IVRKTNC,Inverkeithing North Curve
4949,IVRKUPL,Inverkeithing U.P.L.
4950,IVRKYD,Inverkeithing Yard
4951,IVRN387,Inverness Signal I387
4952,IVRN410,Inverness Signal I410
4953,IVRNALC,Allanfern LC
4954,IVRNBC,Inverness Blue Circle Sdgs
4955,IVRNBLC,Bunchrew LC
4956,IVRNCE,Inverness C.E.
4957,IVRNCSD,Inverness C.S.D.
4958,IVRNESS,Inverness
4959,IVRNFD,Inverness F.D.
4960,IVRNFHH,Inverness Lafarge
4961,IVRNFSD,Inverness Freight SDGS DRS
4962,IVRNHBD,Inverness Harbour Brch DRS
4963,IVRNMRT,Inverness Motorail Term.
4964,IVRNRSL,Inverness Russell J.G.
4965,IVRNTC,Inverness T.C.
4966,IVRNTMD,Inverness T.M.D.
4967,IVYBDGE,Ivybridge
4968,JAME504,James Street Signal 1504
4969,JAME537,James Street Signal 537
4970,JAMESDG,James Street Sidings
4971,JAMESST,James Street
4972,JARRAFL,Tyne Docks AFL
4973,JARRAUT,Tyne Dock EWS (Automotive)
4974,JARRFHH,Tyne Dock (FLHH)
4975,JARRGBF,Tyne Coal Terminal GBRf
4976,JARRGIN,Tyne Dock GBF (Intermodel)
4977,JARRIFT,Tyne Dock EWS (Intermodal)
4978,JARROWS,Jarrow Shell
4979,JARRPTA,Tyne Dock PTA
4980,JARRTCT,Tyne Coal Terminal PTA
4981,JERS470,Jersey Marine Sth Jn PT470
4982,JERSFHH,Jersey Marine (FLHH)
4983,JERSMJN,Jersey Marine Jn North
4984,JERSMJS,Jersey Marine Jn South
4985,JERSMSS,Jersey Marine Steel Supp
4986,JERSYMY,Jersey Marine Yard
4987,JEUMONT,Jeumont
4988,JFRSTNL,Jefferstone Lane
4989,JHNSTND,Johnston
4990,JNCRMOS,Moss
4991,JNCROFT,Joan Croft Jn
4992,JOHNSTN,Johnstone
4993,JOPPSTR,Joppa Straight
4994,JORDANH,Jordanhill
4995,JRDJ,Junction Road Jn
4996,KAIMES,Kaimes Quarry Siding
4997,KAIMGF,Kaimes G.F.
4998,KARLSRH,Karlsruhe
4999,KAYPRKJ,Kay Park Jn
5000,KCLD,Kirkcaldy
5001,KCLD838,Kirkcaldy Sig EK838
5002,KCLD842,Kirkcaldy Sig EK842
5003,KCLD843,Kirkcaldy Sig EK843
5004,KCLDYDD,Kirkcaldy Sidings
5005,KCLDYYD,Kirkcaldy Yard
5006,KDRMCHS,Kidderminster C.H.S.
5007,KDRMDGL,Kidderminster DGL
5008,KDRMNST,Kidderminster
5009,KDRMSVR,Kidderminster S.V.R.
5010,KEADBYC,Keadby Canal
5011,KEARSLY,Kearsley
5012,KEBGEJN,King Edward Bridge E. Jn
5013,KEBGNJN,King Edward Bridge N. Jn
5014,KEBGSJN,King Edward Bridge S. Jn
5015,KEIGHLY,Keighley
5016,KEIGHSJ,Keighley Station Jn
5017,KEIGWVR,Keighley & WVLR
5018,KEITCHI,Keith Chivas Bros
5019,KEITH,Keith
5020,KEITHBP,Keith Branch Platform
5021,KEITHLP,Keith Loop
5022,KEITHSP,Keith Strathisla Platform
5023,KEITHY,Keith Yard
5024,KEITMAC,Keith Macphersons Transprt
5025,KELNFHH,Kellingley Colliery (FLHH)
5026,KELNGBR,Kellingley Colliery GBRf
5027,KELNGLY,Kellingley Colliery
5028,KELVEDN,Kelvedon
5029,KEMBLE,Kemble
5030,KEMSING,Kemsing
5031,KENDAL,Kendal
5032,KENETRS,Kennett Redland Siding
5033,KENGCRL,Kensla Green East Crl
5034,KENGCSP,Kensal Green C.Serv.Plt.
5035,KENISHD,Kennishead
5036,KENLWTH,Kenilworth Jns
5037,KENNETT,Kennett
5038,KENNFHH,Kennett FHH
5039,KENNTGF,Kennett Redland GF
5040,KENOLYM,Kensington (Olympia)
5041,KENR,Kensal Rise
5042,KENSLG,Kensal Green
5043,KENSLGJ,Kensal Green Jn
5044,KENSLGS,Kensal Green Sidings
5045,KENSLGT,Kensal Green Turnback
5046,KENTHOS,Kent House
5047,KESWCOK,Cockermouth (Main Street)
5048,KESWICK,Keswick (Bus Station)
5049,KETR,Kettering
5050,KETR617,Kettering Sig LR617
5051,KETRGED,Geddington
5052,KETRGLN,Glendon
5053,KETRGNJ,Kettering North Junction
5054,KETRHBS,Kettering Hot Box Sdg
5055,KETRSJ,Kettering Sth Jn
5056,KETTK3,Ketton Sig K3
5057,KETTON,Ketton S.B.
5058,KETTWSD,Ketton Ward Sdg.
5059,KEWBDGE,Kew Bridge
5060,KEWEJ,Kew East Jn
5061,KEWGRDN,Kew Gardens
5062,KEYH127,KEYHAM SIG P127
5063,KEYHAM,Keyham
5064,KEYMERJ,Keymer Jn
5065,KEYNSHM,Keynsham
5066,KGHN,Kinghorn
5067,KGMR481,Carlisle Kingmoor Sig 481
5068,KGMR482,Carlisle Kingmoor Sig 482
5069,KGMRDDS,Kingmoor Yard Down Depart
5070,KGMRDRS,Carlisle Kingmoor Sdg (DRS)
5071,KGMRJCN,Carlisle Kingmoor Jcn
5072,KGMRLIP,Carlisle Kingmoor TMD (DRS)
5073,KGMRSRR,Carlisle Stainton RunRound
5074,KGMRUD1,Carlisle Kingmoor Sig UD1
5075,KGMRULP,Kingmoor Up Loop
5076,KGMRVQ,Carlisle Kingmoor V.Q. (RT)
5077,KGMRVWR,Carlisle Kingmoor (VWR)
5078,KGPK,Kings Park
5079,KGSDYKE,Kings Dyke
5080,KGST410,Kingston Signal F410
5081,KGST412,Kingston Signal F412
5082,KGSTON,Kingston
5083,KGUSCE,Kingussie C.E.
5084,KGUSSIE,Kingussie
5085,KGWD,Kingswood
5086,KIBWRTH,Kibworth Summit
5087,KIDBROK,Kidbrooke
5088,KIDS587,Kidsgrove Signal 587
5089,KIDSGRV,Kidsgrove
5090,KIDWELY,Kidwelly
5091,KIDWJCN,Kidwelly Junction
5092,KIDWPY,Pontyates Level Crossing
5093,KIJFOEK,Kijfhoek Yard
5094,KILARNY,Killarney
5095,KILBLC,Kilburn LC (Derbyshire)
5096,KILBPLT,Kilburn Park LT
5097,KILCFHH,Killoch Colliery FHH
5098,KILCHCL,Killoch Colly
5099,KILDONN,Kildonan
5100,KILGETY,Kilgetty
5101,KILLCNE,Killikrankie
5102,KILM72,Kilmarnock Signal K72
5103,KILMBCY,Kilmarnock (Barclay Sdgs)
5104,KILMBWJ,Barleith Walker J
5105,KILMCE,Kilmarnock Bonnyton Depot
5106,KILMLTC,Kilmarnock Long Lyes T.C.
5107,KILMRNK,Kilmarnock
5108,KILMWKR,Kilmarnock Walker J
5109,KILW785,Kilwinning Signal PK785
5110,KILW794,Kilwinning Signal PK794
5111,KILWJCE,Kilwinning Down C.E.
5112,KILWNCE,Kilwinning Up Siding
5113,KILWNNG,Kilwinning
5114,KILWUGL,Kilwinning U.G.L.
5115,KINBRAC,Kinbrace
5116,KINBTLP,Kinbrace Timber Loading Point
5117,KINCDPS,Kincardine P.S.
5118,KINETON,Kineton
5119,KINGHAM,Kingham
5120,KINSSTN,Kings Sutton
5121,KINSVSQ,Kings Sutton Village Sq.
5122,KIRBYX,Kirby Cross
5123,KIRKCCE,Kirkham C.C.E.
5124,KIRKHAM,Kirkham & Wesham
5125,KIRKM51,Kirkham & Wesham Sig KM51
5126,KIRKMNJ,Kirkham North Jn
5127,KITTSCA,Scatter Burns IBS
5128,KITTYBR,Kittybrewster
5129,KITTYGF,Kittybrewster GF
5130,KKBY,Kirkby
5131,KKERRAN,Kilkerran
5132,KKSNDAL,Kirk Sandall
5133,KKSNJN,Kirk Sandall Jn
5134,KLBRNHR,Kilburn High Road
5135,KLBRUDG,Kilburn Up and Down Gds Lp
5136,KLBYBDG,Kilby Bridge Jn
5137,KLCRGGN,Kilcreggan
5138,KLDL,Kildale
5139,KLGL,Kings Langley
5140,KLGLLP,Kings Langley Loop
5141,KLMAURS,Kilmaurs
5142,KLNHUGL,Kilnhurst Up Gds Loop
5143,KLPTRCK,Kilpatrick
5144,KLYNN,Kings Lynn
5145,KLYNN29,Kings Lynn Signal 29
5146,KLYNN43,Kings Lynn Signal 43
5147,KLYNNCS,Kings Lynn CS
5148,KLYNNDF,Kings Lynn Dalgetty & Fkln
5149,KLYNNFP,Kings Lynn F.P.
5150,KLYNNJN,Kings Lynn Jn
5151,KLYNNTC,Kings Lynn T.C.
5152,KLYNNTG,Kings Lynn T.C. GBRF
5153,KMPSTNH,Kempston Hardwick
5154,KMPTNPK,Kempton Park
5155,KMSLDN,Kemsley Down
5156,KMSLY,Kemsley
5157,KNCDNLC,Kincardine Level Crossing
5158,KNCKHLT,Knockholt
5159,KNCRAIG,Kincraig
5160,KNDLVLX,Knodishall Level Crossing
5161,KNEB639,Knebworth Signal K639
5162,KNEBWTH,Knebworth
5163,KNGBQUY,Kingsbridge
5164,KNGSBC,Birch Coppice Exchange Sdg
5165,KNGSBCE,Birch Coppice Exchange Sdg
5166,KNGSBCF,Birch Coppice Freightliner
5167,KNGSBCG,Birch Coppice GBRf
5168,KNGSBCJ,Kingsbury Branch Jn
5169,KNGSBOS,Kingsbury Oil Sdgs
5170,KNGSBSF,Kingsbury S.F.
5171,KNGSBYJ,Kingsbury Jn
5172,KNGSBYY,Kingsbury Sdgs
5173,KNGSFHH,Kingsbury Freightliner HH
5174,KNGW,Kingsknowe
5175,KNGX,London Kings Cross
5176,KNGX303,Belle Isle Signal 303
5177,KNGXBAL,Kings Cross Ballast Sdg
5178,KNGXBEL,Belle Isle
5179,KNGXFTJ,Copenhagen Junction
5180,KNIGHTN,Knighton
5181,KNLY,Kenley
5182,KNLYBUS,Kenley (A22)
5183,KNMTSB,Kennethmont
5184,KNNGGLP,Kennington Goods Loop
5185,KNNGTNJ,Kennington Jn
5186,KNOK15,Knockshinnoch Sig NC15
5187,KNOKFHH,Knockshinnoch FHH
5188,KNOKSCH,Knockshinnoch Washery
5189,KNOR522,Kings Norton Signal SY522
5190,KNOR523,Kings Norton Signal SY523
5191,KNOR528,Kings Norton Signal SY528
5192,KNOR529,Kings Norton Signal 529
5193,KNOR57,Kings Norton Signal SY57
5194,KNORCT,Kings Norton C.T.
5195,KNOROTP,Kings Norton OT Plant Dpt
5196,KNORTON,Kings Norton
5197,KNOWDL,Dale Lane G.F.
5198,KNOWFT,Knowsley Freight Terminal
5199,KNRSBGH,Knaresborough
5200,KNSGHST,High Street Kensington L.T.
5201,KNTB103,Kintbury Signal RK103
5202,KNTB57,Kintbury Signal UW57
5203,KNTB848,Kintbury Signal R848
5204,KNTBRY,Kintbury
5205,KNTN418,Knottingley Sig FE6418
5206,KNTN402,Knottingley Sig FE6402
5207,KNTN421,Knottingley Sig FE6421
5208,KNTN422,Knottingley Sig FE6422
5209,KNTNELL,Knottingley England Lane
5210,KNTNFHH,Knottingley TMD (FHH)
5211,KNTNGEJ,Knottingley East Jn
5212,KNTNGFD,Knottingley F.D.
5213,KNTNGJK,Knottingley Jacksons
5214,KNTNGLY,Knottingley
5215,KNTNGSJ,Knottingley South Jn
5216,KNTNGWJ,Knottingley West Jn
5217,KNTNLIP,Knottingley T.M.D.
5218,KNTNSDG,Knottingley Sidings
5219,KNTNWRD,Knottingley W.R.D.
5220,KNTNYFD,Knottingley Depot
5221,KNTSHTJ,Kentish Town Jn
5222,KNTSHTN,Kentish Town
5223,KNTSHTW,Kentish Town West
5224,KNUCKLS,Knucklas
5225,KNUTSFD,Knutsford
5226,KNYMPTN,Kings Nympton
5227,KOBLENZ,Koblenz Hbf
5228,KOLNHBF,Koln Hbf
5229,KOLNNIE,Koln Niehl
5230,KRBYSUM,Kirkby Summit SB
5231,KRKBYIF,Kirkby-in-Furness
5232,KRKC,Kirkconnel
5233,KRKCCE,Kirkconnel C.E.
5234,KRKDALE,Kirkdale
5235,KRKDLCS,Kirkdale C.S.
5236,KRKH,Kirkhill
5237,KRKNWTN,Kirknewton
5238,KRKP862,Kirkpatrick Signal MC.862
5239,KRKP863,Kirkpatrick Signal MC.863
5240,KRKSLDL,Kirkstall Down Loop
5241,KRKSLUL,Kirkstall Up Loop
5242,KRKSXO,Kirkstall Crossover
5243,KRKWOOD,Kirkwood
5244,KRKYCEN,Kirkby in Ashfield
5245,KRKYLEJ,Kirkby Lane End Junction
5246,KRTLBDG,Kirtlebridge G.F.
5247,KRTNLMS,Kirton Lime Sdgs
5248,KRTNLND,Kirton Lindsey
5249,KSNY,Kearsney
5250,KSTP,Kirkby Stephen
5251,KSTPTC,Kirkby Stephen Town Centre
5252,KSWNJN,Kingswinford Jn
5253,KTBK,Kents Bank
5254,KTNLJN,Kirton Lane Jn.
5255,KTON,Kenton
5256,KVTNBDG,Kiveton Bridge
5257,KVTNFHH,Kiveton Park (FHH)
5258,KVTNPK,Kiveton Park
5259,KVTNXOV,Kiveton Park Crossover
5260,KYLEAKN,Kyleakin
5261,KYLEGF,Kyle of Lochalsh g.f.
5262,KYLELCE,Kyle of Lochalsh C.E.
5263,KYLELSH,Kyle of Lochalsh
5264,LACKCW,South Bank Lackenby C&W
5265,LACKGBF,LACKENBY SSI GBRF
5266,LACKMAR,Lackenby Marcroft Eng
5267,LACKNBY,Lackenby B.S.C.
5268,LACKSLA,Slag Road LC
5269,LADRTMD,Landore T.M.D.
5270,LADY668,Ladybank Sig 668
5271,LADYBHL,Ladybank Branch Loop
5272,LADYBNK,Ladybank
5273,LADYCE,Ladybank C.E.
5274,LADYDGL,Ladybank D.G.L.
5275,LADYSTE,Ladybank S.& T.E.
5276,LAGHJN,Langham Jn.
5277,LAGYRED,Langley Redlands
5278,LAINDON,Laindon
5279,LAIRG,Lairg
5280,LAIRGCE,Lairg C.E.
5281,LAIRGLC,Lairg LC
5282,LAIRGOT,Lairg Oil Terminal
5283,LAIRSSH,Lairg South Shunt
5284,LAISEMR,Laisterdyke E.M. Recycling
5285,LAISWJN,Laisterdyke Sig HB3826
5286,LAKEIOW,Lake
5287,LAKNHTH,Lakenheath
5288,LAMBH,Gilshochill (was Lambhill)
5289,LAMPHEY,Lamphey
5290,LANARK,Lanark
5291,LANARKJ,Lanark Jn
5292,LANBDRN,Llanbadarn
5293,LANCSTR,Lancaster
5294,LANCUGL,Lancaster South Jn U.G.L.
5295,LAND260,Llandudno Jn Sig. LJ260
5296,LAND69,Llandudno Jn Sig. LJ69
5297,LAND70,Llandudno Jn Sig. LJ70
5298,LAND74,Llandudno Jn Sig. LJ74
5299,LANDLHS,Llandudno Jn Loco HS
5300,LANDTC,Llandudno Jn. T.C.
5301,LANDUDJ,Llandudno Junction
5302,LANFABR,Aber Ground Frame
