line_code,source,target,distance_miles
LN880,10533,5905,0.0
LN880,5905,5906,0.0
LN880,5906,5908,0.0
LN880,5908,8098,0.0
LN880,8098,11073,0.0
LN880,11073,8097,0.0
LN880,8097,7999,0.0
LN880,7999,10512,0.0
LN880,10512,11945,0.0
LN880,11945,11946,0.0
LN880,11946,12169,0.0
LN882,10056,10053,0.0
LN882,10053,10050,0.0
LN882,10050,1912,0.0
LN882,1912,11074,0.0
LN882,11074,6853,0.0
LN882,6853,2291,0.0
LN882,2291,2290,0.0
LN882,2290,2288,0.0
LN882,2288,2289,0.0
LN882,2289,8726,0.0
LN882,8726,3607,0.0
LN882,3607,7439,0.0
LN882,7439,11072,0.0
LN882,11072,7437,0.0
LN882,7437,7436,0.0
LN882,7436,5216,0.0
LN882,5216,5214,0.0
LN882,5214,5219,0.0
LN882,5219,5217,0.0
LN882,5217,5205,0.0
LN882,5205,5206,0.0
LN882,5206,5211,0.0
LN882,5211,5209,0.0
LN882,5209,8053,0.0
LN882,8053,5027,0.0
LN882,5027,8051,0.0
LN882,8051,8055,0.0
LN882,8055,9960,0.0
LN882,9960,9961,0.0
LN882,9961,3084,0.0
LN882,3084,4248,0.0
LN882,4248,2859,0.0
LN882,2859,8449,0.0
LN882,8449,7553,0.0
LN882,7553,3832,0.0
LN884,6852,6853,0.0
LN886,6214,7950,0.0
LN886,7950,6852,0.0
LN886,6852,2290,0.0
LN888,4662,9341,0.0
LN888,9341,4778,0.0
LN888,4778,5215,0.0
LN888,5215,5216,0.0
LN888,5216,3413,0.0
LN889,8226,4778,0.0
LN892,7436,11075,0.0
LN894,5215,5211,0.0
LN896,2859,2860,0.0
LN898,6528,2433,0.0
LN898,2433,3639,0.0
LN898,3639,3092,0.0
LN898,3092,5989,0.0
LN898,5989,11076,0.0
LN898,11076,8439,0.0
LN898,8439,3991,0.0
LN898,3991,3988,0.0
LN898,3988,3989,0.0
LN898,3989,10691,0.0
LN898,10691,4095,0.0
LN898,4095,4092,0.0
LN898,4092,8115,0.0
LN898,8115,11077,0.0
LN898,11077,8114,0.0
LN898,8114,8107,0.0
LN898,8107,8112,0.0
LN898,8112,10326,0.0
LN898,10326,4562,0.0
LN898,4562,3258,0.0
LN898,3258,3703,0.0
LN898,3703,1114,0.0
LN898,1114,1264,0.0
LN898,1264,1265,0.0
LN898,1265,1266,0.0
LN898,1266,6031,0.0
LN898,6031,3411,0.0
LN898,3411,4268,0.0
LN898,4268,4718,0.0
LN898,4718,4269,0.0
LN898,4269,4714,0.0
LN898,4714,4270,0.0
LN898,4270,4706,0.0
LN898,4706,4716,0.0
LN898,4716,11078,0.0
LN898,11078,4705,0.0
LN898,4705,6030,0.0
LN898,6030,8117,0.0
LN898,8117,4729,0.0
LN900,6533,4447,0.0
LN902,11076,1763,0.0
LN902,1763,10629,0.0
LN904,4094,4095,0.0
LN906,4092,4093,0.0
LN908,8117,8115,0.0
LN910,9144,8115,0.0
LN910,8115,11077,0.0
LN912,9231,9232,0.0
LN912,9232,3828,0.0
LN912,3828,3832,0.0
LN912,3832,3826,0.0
LN912,3826,3831,0.0
LN912,3831,3825,0.0
LN912,3825,8430,0.0
LN912,8430,11079,0.0
LN914,4705,11078,0.0
LN914,11078,4733,0.0
LN914,4733,4732,0.0
LN914,4732,2454,0.0
LN914,2454,717,0.0
LN914,717,316,0.0
LN914,316,4676,0.0
LN914,4676,2901,0.0
LN914,2901,6466,0.0
LN914,6466,1092,0.0
LN914,1092,683,0.0
LN914,683,4738,0.0
LN914,4738,3428,0.0
LN914,3428,11073,0.0
LN916,4270,4727,0.0
LN916,4727,4725,0.0
LN916,4725,4707,0.0
LN916,4707,4715,0.0
LN916,4715,4720,0.0
LN916,4720,4713,0.0
LN916,4713,4726,0.0
LN918,4725,4732,0.0
LN920,4706,4733,0.0
LN922,9957,307,0.0
LN922,307,5240,0.0
LN922,5240,5241,0.0
LN922,5241,10726,0.0
LN922,10726,256,0.0
LN922,256,10584,0.0
LN922,10584,8265,0.0
LN922,8265,8266,0.0
LN922,8266,8262,0.0
LN922,8262,8270,0.0
LN922,8270,7957,0.0
LN922,7957,924,0.0
LN922,924,1716,0.0
LN922,1716,5015,0.0
LN922,5015,5016,0.0
LN922,5016,8657,0.0
LN922,8657,2114,0.0
LN922,2114,8354,0.0
LN922,8354,8356,0.0
LN922,8356,8358,0.0
LN922,8358,8353,0.0
LN922,8353,11080,0.0
LN922,11080,8357,0.0
LN922,8357,11081,0.0
LN922,11081,8355,0.0
LN922,8355,3889,0.0
LN922,3889,11082,0.0
LN924,256,8267,0.0
LN924,8267,4038,0.0
LN924,4038,6039,0.0
LN924,6039,1450,0.0
LN924,1450,931,0.0
LN924,931,4800,0.0
LN926,8265,480,0.0
LN926,480,8267,0.0
LN928,8266,8262,0.0
LN928,8262,8268,0.0
LN928,8268,8263,0.0
LN928,8263,3602,0.0
LN928,3602,1057,0.0
LN930,11080,7947,0.0
LN932,8268,8262,0.0
LN932,8262,8270,0.0
LN126,11032,11036,0.0
LN126,11036,10701,0.0
LN737,941,10317,0.0
LN753,10317,8016,0.0
LN814,10842,11362,0.0
LN815,11341,10768,0.0
LN145,12272,12273,0.0
SW195,8985,4207,0.0
SW195,4207,9129,0.0
SW195,9129,4206,0.0
SW200,4207,4423,0.0
SW200,4423,1988,0.0
SW200,1988,6945,0.0
SW200,6945,1660,0.0
SW200,1660,3077,0.0
SW200,3077,4631,0.0
SW200,4631,1882,0.0
SW200,1882,5747,0.0
SW200,5747,4033,0.0
SW205,5484,990,0.0
SW205,990,3077,0.0
SW210,1960,9824,0.0
SW210,9824,7251,0.0
SW210,7251,7470,0.0
SW210,7470,536,0.0
SW210,536,6399,0.0
SW210,6399,6695,0.0
SW210,6695,7697,0.0
SW210,7697,8778,0.0
SW210,8778,9524,0.0
SW210,9524,9526,0.0
SW210,9526,9975,0.0
SW210,9975,9976,0.0
SW210,9976,3400,0.0
SW210,3400,3399,0.0
SW210,3399,327,0.0
SW210,327,8600,0.0
SW210,8600,8603,0.0
SW210,8603,8604,0.0
SW210,8604,8601,0.0
SW210,8601,3086,0.0
SW210,3086,9644,0.0
SW210,9644,5644,0.0
SW210,5644,8977,0.0
SW210,8977,325,0.0
SW210,325,6062,0.0
SW210,6062,1056,0.0
SW210,1056,10255,0.0
SW210,10255,10029,0.0
SW210,10029,10030,0.0
SW210,10030,3244,0.0
SW210,3244,7607,0.0
SW210,7607,7609,0.0
SW210,7609,7590,0.0
SW210,7590,3397,0.0
SW210,3397,11996,0.0
SW210,11996,11997,0.0
SW210,11997,11998,0.0
SW210,11998,8606,0.0
SW210,8606,12246,0.0
SW210,12246,12247,0.0
SW210,12247,12248,0.0
SW210,12248,7696,0.0
SW210,7696,9521,0.0
SW210,9521,9523,0.0
SW210,9523,9522,0.0
SW210A,4553,9976,0.0
SW210B,7607,7605,0.0
SW210C,7590,7595,0.0
SW210C,7595,7609,0.0
SW225,7251,3226,0.0
SW225,3226,9787,0.0
SW225,9787,9790,0.0
SW230,536,933,0.0
SW230,933,1776,0.0
SW230,1776,6558,0.0
SW230,6558,5059,0.0
SW230,5059,6845,0.0
SW230,6845,943,0.0
SW230,943,9063,0.0
SW230,9063,4935,0.0
SW230,4935,4554,0.0
SW230,4554,4553,0.0
SW230,4553,3400,0.0
SW240,6845,5060,0.0
SW240A,6558,5060,0.0
SW245,9526,8940,0.0
SW245,8940,11088,0.0
SW245,11088,8939,0.0
SW245,8939,8201,0.0
SW245,8201,8200,0.0
SW245,8200,12249,0.0
SW245,12249,12250,0.0
SW245,12250,8938,0.0
SW245A,3613,11088,0.0
SW245A,11088,3612,0.0
SW245A,3612,12251,0.0
SW250,8601,10372,0.0
SW250,10372,8979,0.0
SW250,8979,2539,0.0
SW250,2539,10393,0.0
SW255,9644,1862,0.0
SW255,1862,108,0.0
SW255,108,107,0.0
SW255,107,9897,0.0
SW255A,107,1497,0.0
SW260,325,475,0.0
SW260,475,1996,0.0
SW260,1996,3556,0.0
SW260,3556,3557,0.0
SW260,3557,11087,0.0
SW265,4033,9687,0.0
SW265,9687,364,0.0
SW265,364,146,0.0
SW265,146,6703,0.0
SW265,6703,3544,0.0
SW265,3544,592,0.0
SW265,592,8458,0.0
SW265,8458,2421,0.0
SW265,2421,10255,0.0
SW265,10255,12208,0.0
SW265,12208,12209,0.0
SW300,3821,1794,0.0
SW300,1794,8176,0.0
SW300,8176,8177,0.0
SW105,10577,9673,61.06
SW105,9673,10208,5.33
SW105,10208,8191,66.39
SW105,8191,8190,69.5
SW105,8190,3128,69.5
SW105,3128,3135,0.0
SW105,3135,3142,0.0
SW105,3142,3134,73.35
SW105,3134,3130,73.35
SW105,3130,3115,73.35
SW105,3115,3148,0.07
SW105,3148,3139,73.42
SW105,3139,3146,0.0
SW105,3146,3137,0.0
SW105,3137,3125,0.0
SW105,3125,8535,74.66
SW105,8535,9055,1.1
SW105,9055,8654,75.76
SW105,8654,6707,78.15
SW105,6707,8528,1.04
SW105,8528,5959,79.19
SW105,5959,5970,0.0
SW105,5970,5966,0.0
SW105,5966,5962,0.0
SW105,5962,8527,0.0
SW105,8527,7622,0.0
SW105,7622,7623,0.0
SW105,7623,9413,0.0
SW105,9413,5865,0.0
SW105,5865,826,0.0
SW105,826,782,0.0
SW105,782,9023,0.0
SW105,9023,6603,0.0
SW105,6603,4325,0.0
SW105,4325,1822,0.0
SW105,1822,7253,0.0
SW105,7253,972,0.0
SW105,972,1064,0.0
SW105,1064,976,0.0
SW105,976,7415,0.0
SW105,7415,7272,0.0
SW105,7272,4419,0.0
SW105,4419,4481,0.0
SW105,4481,9700,0.0
SW105,9700,10293,0.0
SW105,10293,10266,0.0
SW105,10266,10872,0.0
SW105,10872,6262,0.0
SW105,6262,2888,0.0
SW105,2888,2887,0.0
SW105,2887,9596,0.0
SW105,9596,9907,0.0
SW105,9907,9906,0.0
SW105,9906,1958,0.0
SW105,1958,3239,0.0
SW105,3239,2917,0.0
SW105,2917,9796,0.0
SW105,9796,9790,0.0
SW105,9790,9807,0.0
SW105,9807,7557,0.0
SW105,7557,6560,0.0
SW105,6560,1202,0.0
SW105,1202,10578,0.0
SW105,10578,8985,0.0
SW105,8985,4207,0.0
SW105,4207,3248,0.0
SW105,3248,4260,0.0
SW105,4260,10264,0.0
SW105,10264,9897,0.0
SW105,9897,1496,0.0
SW105,1496,9752,0.0
SW105,9752,10242,0.0
SW105,10242,9804,0.0
SW105,9804,10248,0.0
SW105,10248,10244,0.0
SW105,10244,1200,0.0
SW105,1200,1201,0.0
SW105,1201,1199,0.0
SW105,1199,7292,0.0
SW105,7292,3567,0.0
SW105,3567,3543,0.0
SW105,3543,3566,0.0
SW105,3566,3440,0.0
SW105,3440,10204,0.0
SW105,10204,10203,0.0
SW105,10203,10202,0.0
SW105,10202,4516,0.0
SW105,4516,1376,0.0
SW105,1376,1382,47.61
SW105,1382,10362,2.6
SW105,10362,5979,7.83
SW105,5979,1377,58.04
SW105,1377,1383,0.0
SW105,1383,8517,0.0
SW105,8517,8520,0.0
SW105,8520,11989,0.0
SW105,11989,10742,0.0
SW105,10742,11990,0.0
SW105,11990,8525,0.0
SW105,8525,11991,0.0
SW105,11991,11992,0.0
SW105,11992,8534,0.0
SW105,8534,8524,0.0
SW105,8524,12195,0.0
SW105,12195,11119,0.0
SW105,11119,1379,0.0
SW105,1379,11297,0.0
SW105,11297,11298,0.0
SW105,11298,7274,0.0
SW105,7274,6709,0.0
SW105,6709,9415,0.0
SW105,9415,10241,0.0
SW100,9733,11083,0.0
SW100,11083,10886,0.0
SW100,10886,9730,0.0
SW100,9730,9613,0.0
SW100,9613,6587,0.0
SW100,6587,7499,0.0
SW100,7499,10101,0.0
SW100,10101,10100,0.0
SW100,10100,1965,0.0
SW100,1965,1966,0.0
SW100,1966,1962,0.0
SW100,1962,1960,0.0
SW100,1960,1958,0.0
SW100A,9731,11083,0.0
SW100B,6587,5538,0.0
SW100C,10101,5773,0.0
SW100D,1960,5649,0.0
SW100E,1960,5773,0.0
SW105A,8528,5968,0.0
SW105A,5968,5969,0.0
SW105A,5969,8512,0.0
SW105B,10293,9043,0.0
SW105B,9043,3601,0.0
SW105C,9906,9908,0.0
SW105C,9908,9907,0.0
SW105C,9907,9900,0.0
SW110,10244,10238,0.0
SW110,10238,10361,0.0
SW110,10361,4033,0.0
SW110,4033,8177,0.0
SW110,8177,3568,0.0
SW110,3568,3658,0.0
SW110,3658,6125,0.0
SW110,6125,10043,0.0
SW110,10043,4134,0.0
SW110,4134,5542,0.0
SW110,5542,5548,0.0
SW110,5548,7454,0.0
SW110,7454,7928,0.0
SW110,7928,4158,0.0
SW110,4158,4160,0.0
SW110,4160,613,0.0
SW110,613,3559,0.0
SW110,3559,7053,0.0
SW110,7053,4316,0.0
SW110,4316,3534,0.0
SW110,3534,3536,0.0
SW110,3536,11084,0.0
SW110,11084,3538,0.0
SW110,3538,3529,0.0
SW110,3529,11085,0.0
SW110,11085,7393,0.0
SW110,7393,7129,0.0
SW110,7129,3525,0.0
SW110,3525,3530,0.0
SW110,3530,3535,0.0
SW110,3535,7397,0.0
SW110,7397,7398,0.0
SW115,10362,6913,0.0
SW115,6913,9963,0.0
SW115,9963,234,0.0
SW115,234,3868,0.0
SW115,3868,5760,0.0
SW115,5760,8419,0.0
SW115,8419,8416,0.0
SW115,8416,8414,0.0
SW115,8414,10020,0.0
SW115,10020,10019,0.0
SW115,10019,9295,0.0
SW115,9295,9296,0.0
SW115,9296,3735,0.0
SW115,3735,9324,0.0
SW115,9324,8224,0.0
SW115,8224,10556,0.0
SW115,10556,2336,0.0
SW115,2336,1821,0.0
SW115,1821,436,0.0
SW115,436,438,0.0
SW115,438,440,0.0
SW115,440,4493,0.0
SW115,4493,3402,0.0
SW115,3402,9934,0.0
SW115,9934,1670,0.0
SW115,1670,7144,0.0
SW115,7144,11993,0.0
SW115,11993,8418,0.0
SW115,8418,8411,0.0
SW115,8411,8408,0.0
SW115,8408,8415,0.0
SW115,8415,8417,0.0
SW115,8417,8409,0.0
SW115,8409,8410,0.0
SW115A,234,233,0.0
SW115A,233,5793,0.0
SW115B,5760,5761,0.0
SW115C,10556,10559,0.0
SW120,7292,11087,0.0
SW120,11087,379,0.0
SW120,379,145,0.0
SW120,145,144,0.0
SW120,144,3361,0.0
SW120,3361,942,0.0
SW120,942,4350,0.0
SW120,4350,193,0.0
SW120,193,11780,0.0
SW120,11780,3362,0.0
SW120A,145,146,0.0
SW125,8036,7639,0.0
SW125,7639,6443,0.0
SW125,6443,897,0.0
SW125,897,1382,0.0
SW130,3134,3127,0.0
SW130,3127,2432,0.0
SW130,2432,7745,0.0
SW130,7745,7746,0.0
SW130,7746,7748,0.0
SW130,7748,12206,0.0
SW130,12206,7747,0.0
SW130,7747,11994,0.0
SW130,11994,12207,0.0
SW135,3148,3145,0.0
SW135,3145,3146,0.0
SW135,3146,3137,0.0
SW135,3137,4226,0.0
SW135,4226,1030,0.0
SW135,1030,1029,0.0
SW135,1029,3355,0.0
SW135,3355,3353,0.0
SW135,3353,3354,0.0
SW135,3354,12196,0.0
SW135,12196,3351,0.0
SW135,3351,12197,0.0
SW140,8654,774,0.0
SW140,774,10259,0.0
SW140,10259,8250,0.0
SW140,8250,6526,0.0
SW140,6526,4401,0.0
SW140,4401,1455,0.0
SW140,1455,9052,0.0
SW140,9052,3353,0.0
SW140,3353,3354,0.0
SW140,3354,7050,0.0
SW140,7050,2160,0.0
SW140,2160,2161,0.0
SW140,2161,7053,0.0
SW140A,2161,3559,0.0
SW145,6707,8531,0.0
SW145,8531,8509,0.0
SW145,8509,11787,0.0
SW150,7623,7748,0.0
SW150,7748,6303,0.0
SW150,6303,2554,0.0
SW150,2554,5761,0.0
SW150,5761,8419,0.0
SW155,9415,5983,0.0
SW155,5983,5982,0.0
SW155,5982,3618,0.0
SW160,782,5611,0.0
SW160,5611,5610,0.0
SW165,4419,4421,0.0
SW165,4421,4420,0.0
SW165,4420,12198,0.0
SW170,10020,10375,0.0
SW170,10375,10474,0.0
SW170,10474,9594,0.0
SW170,9594,10351,0.0
SW170,10351,10349,0.0
SW170,10349,10350,0.0
SW170,10350,11995,0.0
SW170,11995,12242,0.0
SW170A,10020,7505,0.0
SW170A,7505,12242,0.0
SW175,1673,10559,0.0
SW175,10559,9194,0.0
SW175,9194,10567,0.0
SW175,10567,1756,0.0
SW175,1756,6016,0.0
SW175,6016,2889,0.0
SW175,2889,2887,0.0
SW175,2887,12199,0.0
SW180,7557,6330,0.0
SW180,6330,6329,0.0
SW180,6329,10320,0.0
SW180,10320,8761,0.0
SW180,8761,3301,0.0
SW180,3301,3218,0.0
SW180,3218,343,0.0
SW180,343,5484,0.0
SW185,6329,5902,0.0
SW185,5902,9358,0.0
SW185,9358,9359,0.0
SW185,9359,1836,0.0
SW185,1836,1837,0.0
SW185,1837,12200,0.0
SW190,6560,6674,0.0
SW190,6674,5082,0.0
SW190,5082,4107,0.0
SW190,4107,9132,0.0
SW190,9132,8201,0.0
SW190,8201,3613,0.0
SW190,3613,3614,0.0
SW190,3614,4103,0.0
SW190,4103,5154,0.0
SW190,5154,8974,0.0
SW190,8974,9571,0.0
SW190,9571,8222,0.0
SW190,8222,12244,0.0
SW190,12244,12245,0.0
SW190,12245,12257,0.0
SW190,12257,5080,0.0
SW190,5080,5081,0.0
SW190,5081,8199,0.0
SW190,8199,8223,0.0
SW190,8223,8198,0.0
MD101,3288,3285,0.0
MD101,3285,3290,0.0
MD101,3290,10665,0.0
MD101,10665,3283,0.0
MD101,3283,2008,0.0
MD101,2008,2007,0.0
MD101,2007,2016,0.0
MD101,2016,2010,0.0
MD101,2010,5135,0.0
MD101,5135,10158,0.0
MD101,10158,7496,0.0
MD101,7496,10159,0.0
MD101,10159,10152,0.0
MD101,10152,4120,0.0
MD101,4120,10131,0.0
MD101,10131,11381,0.0
MD101,11381,10148,0.0
MD101,10148,11503,0.0
MD101,11503,10180,0.0
MD101,10180,6792,0.0
MD101,6792,4622,0.0
MD101,4622,1472,0.0
MD101,1472,9720,0.0
MD101,9720,9717,0.0
MD101,9717,9714,0.0
MD101,9714,9716,0.0
MD101,9716,5139,0.0
MD101,5139,5140,0.0
MD101,5140,265,0.0
MD101,265,4242,0.0
MD101,4242,4241,0.0
MD101,4241,983,0.0
MD101,983,693,0.0
MD101,693,9456,0.0
MD101,9456,9459,0.0
MD101,9459,1742,0.0
MD101,1742,5408,0.0
MD101,5408,5790,0.0
MD101,5790,865,0.0
MD101,865,10601,0.0
MD101,10601,870,0.0
MD101,870,871,0.0
MD101,871,869,0.0
MD101,869,864,0.0
MD101,864,877,0.0
MD101,877,863,0.0
MD101,863,2705,0.0
MD101,2705,2704,0.0
MD101,2704,6111,0.0
MD101,6111,10170,0.0
MD101,10170,10168,0.0
MD101,10168,4110,0.0
MD101,4110,9841,0.0
MD101,9841,4417,0.0
MD101,4417,7900,0.0
MD101,7900,7872,0.0
MD101,7872,7873,0.0
MD101,7873,7871,0.0
MD101,7871,7898,0.0
MD101,7898,7893,0.0
MD101,7893,7888,0.0
MD101,7888,1164,0.0
MD101,1164,398,0.0
MD101,398,399,0.0
MD101,399,6624,0.0
MD101,6624,10902,0.0
MD101,10902,6638,0.0
MD101,6638,6639,0.0
MD101,6639,395,0.0
MD101,395,7483,0.0
MD101,7483,223,0.0
MD101,223,9344,0.0
MD101,9344,5371,0.0
MD101,5371,5367,0.0
MD101,5367,5364,0.0
MD101,5364,7894,0.0
MD101,7894,4240,0.0
MD101,4240,9458,0.0
MD101,9458,9457,0.0
MD101,9457,11762,0.0
MD101,11762,11763,0.0
MD101,11763,11813,0.0
MD101,11813,10151,0.0
MD101,10151,11947,0.0
MD101,11947,11948,0.0
MD101,11948,12077,0.0
MD101,12077,6632,0.0
MD101,6632,7917,0.0
MD101,7917,7904,0.0
MD101,7904,7910,0.0
MD101,7910,7906,0.0
MD101,7906,7907,0.0
MD101,7907,7916,0.0
MD101,7916,12170,0.0
MD101,12170,12171,0.0
MD101,12171,5361,0.0
MD101,5361,5362,0.0
MD101,5362,5360,0.0
MD105,4110,6619,0.0
MD105,6619,6614,0.0
MD105,6614,6615,0.0
MD105,6615,6618,0.0
MD105,6618,6617,0.0
MD105,6617,6611,0.0
MD105,6611,6616,0.0
MD105,6616,6613,0.0
MD105,6613,5642,0.0
MD105,5642,2990,0.0
MD105,2990,2639,0.0
MD105,2639,2989,0.0
MD105,2989,4417,0.0
MD105,4417,6620,0.0
MD105,6620,6622,0.0
MD105,6622,7900,0.0
MD120,2010,8248,0.0
MD120,8248,5134,0.0
MD120,5134,7495,0.0
MD120,7495,7497,0.0
MD120,7497,5042,0.0
MD120,5042,10121,0.0
MD120,10121,11382,0.0
MD120,11382,10150,0.0
MD120,10150,4119,0.0
MD120,4119,8782,0.0
MD120,8782,8785,0.0
MD120,8785,8784,0.0
MD120,8784,10184,0.0
MD120,10184,6791,0.0
MD120,6791,8346,0.0
MD120,8346,5255,0.0
MD120,5255,1473,0.0
MD120,1473,9713,0.0
MD120,9713,9719,0.0
MD120,9719,4625,0.0
MD120,4625,4624,0.0
MD120,4624,4228,0.0
MD120,4228,4658,0.0
MD120,4658,2392,0.0
MD130,9714,9715,0.0
MD130,9715,3943,0.0
MD130,3943,610,0.0
MD130,610,4565,0.0
MD130,4565,7158,0.0
MD130,7158,8610,0.0
MD140,869,862,0.0
MD140,862,875,0.0
MD140,875,10903,0.0
MD140,10903,3606,0.0
MD140,3606,11388,0.0
MD140,11388,1035,0.0
MD140,1035,10222,0.0
MD140,10222,385,0.0
MD140,385,7699,0.0
MD140,7699,5386,0.0
MD140,5386,6117,0.0
MD140,6117,8956,0.0
MD140,8956,3385,0.0
MD140,3385,3390,0.0
MD140,3390,3391,0.0
MD140,3391,3387,0.0
MD140,3387,5153,0.0
MD140,5153,11389,0.0
MD140,11389,697,0.0
MD140,697,651,0.0
MD140,651,657,0.0
MD140,657,698,0.0
MD140,698,11724,0.0
MD140,11724,871,0.0
MD140,871,11812,0.0
MD145,2010,11390,0.0
MD145,11390,2006,0.0
MD145,2006,2004,0.0
MD145,2004,2013,0.0
MD165,6444,10159,0.0
MD165,10159,10157,0.0
MD165,10157,102,0.0
MD180,7898,7887,0.0
MD232,4319,6624,0.0
MD232,6624,6627,0.0
MD232,6627,6644,0.0
MD232,6644,6637,0.0
MD232,6637,6628,0.0
MD233,6644,6638,0.0
MD301,7898,7892,0.0
MD301,7892,10904,0.0
MD301,10904,2179,0.0
MD301,2179,2176,0.0
MD301,2176,1555,0.0
MD301,1555,9278,0.0
MD301,9278,784,0.0
MD301,784,4406,0.0
MD301,4406,741,0.0
MD301,741,6397,0.0
MD301,6397,5398,0.0
MD301,5398,8656,0.0
MD301,8656,10905,0.0
MD301,10905,103,0.0
MD301,103,3891,0.0
MD301,3891,7343,0.0
MD301,7343,750,0.0
MD301,750,6220,0.0
MD301,6220,8498,0.0
MD301,8498,8495,0.0
MD301,8495,8497,0.0
MD301,8497,8447,0.0
MD301,8447,3635,0.0
MD301,3635,3633,0.0
MD301,3633,8468,0.0
MD301,8468,2938,0.0
MD301,2938,10433,0.0
MD301,10433,9292,0.0
MD301,9292,2155,0.0
MD301,2155,6221,0.0
MD301,6221,10460,0.0
MD301,10460,10877,0.0
MD301,10877,10878,0.0
MD301,10878,10457,0.0
MD301,10457,10449,0.0
MD301,10449,10450,0.0
MD301,10450,10459,0.0
MD301,10459,1350,0.0
MD301,1350,1349,0.0
MD301,1349,3524,0.0
MD301,3524,7226,0.0
MD301,7226,7875,0.0
MD301,7875,11950,0.0
MD305,750,3438,0.0
MD305,3438,9582,0.0
MD305,9582,8127,0.0
MD305,8127,1033,0.0
MD305,1033,5524,0.0
MD305,5524,5196,0.0
MD305,5196,5195,0.0
MD305,5195,6688,0.0
MD305,6688,5708,0.0
MD305,5708,5709,0.0
MD305,5709,5713,0.0
MD305,5713,2086,0.0
MD305,2086,734,0.0
MD305,734,785,0.0
MD305,785,1217,0.0
MD310,734,11406,0.0
MD310,11406,11407,0.0
MD310,11407,198,0.0
MD310,198,10876,0.0
MD310,10876,7582,0.0
MD315,8656,389,0.0
MD315,389,11240,0.0
MD320,7343,2936,0.0
MD320,2936,389,0.0
MD320,389,11408,0.0
MD320,11408,10047,0.0
MD320,10047,7386,0.0
MD320,7386,7388,0.0
MD320,7388,4104,0.0
MD320,4104,9098,0.0
MD320,9098,6566,0.0
MD320,6566,1360,0.0
MD320,1360,1364,0.0
MD320,1364,1361,0.0
MD320,1361,1358,0.0
MD320,1358,1355,0.0
MD320,1355,2909,0.0
MD320,2909,7002,0.0
MD320,7002,1350,0.0
MD320,1350,11953,0.0
MD320,11953,11954,0.0
MD320,11954,11951,0.0
MD320,11951,1353,0.0
MD320,1353,11952,0.0
MD325,8498,8496,0.0
MD325,8496,7390,0.0
MD325,7390,7388,0.0
MD330,8496,8497,0.0
MD335,7390,7386,0.0
MD340,11408,3869,0.0
MD340,3869,3227,0.0
MD340,3227,1834,0.0
MD340,1834,10472,0.0
MD340,10472,8990,0.0
MD340,8990,3515,0.0
MD340,3515,1422,0.0
MD340,1422,840,0.0
MD340,840,8249,0.0
MD340,8249,11409,0.0
MD340,11409,5350,0.0
MD340,5350,5351,0.0
MD340,5351,5369,0.0
MD340,5369,5370,0.0
MD340,5370,179,0.0
MD345,1355,9679,0.0
MD345,9679,9677,0.0
MD345,9677,9678,0.0
MD345,9678,11410,0.0
MD345,11410,9674,0.0
MD345,9674,9680,0.0
MD345,9680,853,0.0
MD345,853,851,0.0
MD345,851,5636,0.0
MD345,5636,2038,0.0
MD345,2038,2037,0.0
MD345,2037,4209,0.0
MD345,4209,7914,0.0
MD345,7914,7908,0.0
MD345,7908,11764,0.0
MD345,11764,11955,0.0
MD370,10612,9679,0.0
MD401,4288,457,0.0
MD401,457,455,0.0
MD401,455,454,0.0
MD401,454,5120,0.0
MD401,5120,11252,0.0
MD401,11252,11253,0.0
MD401,11253,11411,0.0
MD401,11411,11254,0.0
MD401,11254,898,0.0
MD401,898,11255,0.0
MD401,11255,11251,0.0
MD401,11251,11249,0.0
MD401,11249,11250,0.0
MD401,11250,11256,0.0
MD401,11256,11258,0.0
MD401,11258,11257,0.0
MD401,11257,11507,0.0
MD401,11507,3406,0.0
MD401,3406,11412,0.0
MD401,11412,11413,0.0
MD401,11413,11414,0.0
MD401,11414,5599,0.0
MD401,5599,5608,0.0
MD401,5608,11415,0.0
MD401,11415,5600,0.0
MD401,5600,5601,0.0
MD401,5601,9706,0.0
MD401,9706,9707,0.0
MD401,9707,4147,0.0
MD401,4147,4149,0.0
MD401,4149,4152,0.0
MD401,4152,11416,0.0
MD401,11416,4150,0.0
MD401,4150,5311,0.0
MD401,5311,2836,0.0
MD401,2836,2837,0.0
MD401,2837,928,0.0
MD401,928,9789,0.0
MD401,9789,8502,0.0
MD401,8502,6880,0.0
MD401,6880,85,0.0
MD401,85,9556,0.0
MD401,9556,9553,0.0
MD401,9553,11417,0.0
MD401,11417,9560,0.0
MD401,9560,9555,0.0
MD401,9555,8445,0.0
MD401,8445,1098,0.0
MD401,1098,1097,0.0
MD401,1097,909,0.0
MD401,909,12253,0.0
MD405,11415,11418,0.0
MD405,11418,6176,0.0
MD405,6176,5036,0.0
MD405,5036,11419,0.0
MD405,11419,11420,0.0
MD405,11420,2175,0.0
MD405,2175,2172,0.0
MD405,2172,10904,0.0
MD410,2176,2171,0.0
MD410,2171,2177,0.0
MD410,2177,2174,0.0
MD410,2174,9237,0.0
MD410,9237,2173,0.0
MD410,2173,10641,0.0
MD410,10641,4169,0.0
MD410,4169,4170,0.0
MD410,4170,659,0.0
MD410,659,623,0.0
MD410,623,660,0.0
MD410,660,10599,0.0
